feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
0.15896958364551972,0.11037514116430513,0.6563295894652734,0.1381829513486138,0.1965823616800535,0.6188261682413765,0.13346147093493443,0.9805801327872824,0.8717857347554929,0.502720761145324,1.6997293815314436
0.3687251706609641,0.8209932298479351,0.09710127579306127,0.8379449074988039,0.09609840789396307,0.922347981796633,0.5413807937571358,0.9233060678891631,0.8298973686033432,0.9682864102942973,1.07998506461086
0.9764594650133958,0.4686512016477016,0.9767610881903371,0.604845519745046,0.7392635793983017,0.9197828107781584,0.03603381742856948,0.17477200416093996,0.38913467710118577,0.9521426972954208,2.627585126198376
0.039187792254320675,0.2828069625764096,0.1201965612131689,0.29614019752214493,0.11872771895424405,0.3000289194759296,0.16046764388760104,0.8863046660865599,0.4463944154832029,0.9078755943543261,1.2521352045801795
0.317983179393976,0.41426299451466997,0.06414749634878436,0.6924721193700198,0.5666014542065752,0.16023046632014326,0.6611175115080995,0.4402637528294918,0.0764867690302854,0.6964631446525006,1.8829824100495622
0.2653894909394454,0.5232480534666997,0.09394051075844168,0.5759464955561793,0.9292961975762141,0.2473987555391537,0.039615522579517726,0.05994429824957326,0.06107853706678734,0.9077329574850395,1.7472251767458398
0.31856895245132366,0.6674103799636817,0.13179786240439217,0.7163272041185655,0.2894060929472011,0.739883917829101,0.8980623572137351,0.6725823112965214,0.5289399290308832,0.30444636434737826,0.9783721279678828
0.18319136200711683,0.5865129348100832,0.020107546187493552,0.8289400292173631,0.004695476192547066,0.9979622513286734,0.36218905893938935,0.47064894921390954,0.37824517492346177,0.9795269293354586,1.570636440610205
0.6778165367962301,0.27000797319216485,0.7351940221225949,0.9621885451174382,0.24875314351995803,0.17465838539500578,0.32798800090807967,0.6803486660150015,0.06320761833863064,0.607249374011541,1.9479017357528585
0.5761573344178369,0.592041931271839,0.5722519057908734,0.2230816326406183,0.952749011516985,0.4776465028764161,0.2839999767621011,0.238413280924058,0.5145127432987567,0.36792758053704133,1.6743335349104418
0.44712537861762736,0.8464086724711278,0.6994792753175043,0.29743695085513366,0.8137978197024772,0.45651989126265535,0.3374773817642399,0.9704936935959776,0.13343943174560402,0.0968039531783742,1.2838630116960699
0.39650574084698464,0.8811031971111616,0.5812728726358587,0.8817353618548528,0.6925315900777659,0.34339172879091606,0.5910269008704913,0.6591764718500283,0.39725674716804205,0.9992779939221711,2.711691404744941
0.7252542798196405,0.5013243819267023,0.9560836347232239,0.6439901992296374,0.4238550485581797,0.3518929961930426,0.7214066679599525,0.6375826945307929,0.8130538632474607,0.97622566345382,1.8150794515887405
0.6063932141279244,0.019193198309333526,0.30157481667454933,0.660173537492685,0.29007760721044407,0.8897936564455402,0.7645619743577086,0.6982484778182906,0.3354981696758996,0.14768557820670736,1.413927074429244
0.6180154289988415,0.42876870094576613,0.13547406422245023,0.29828232595603077,0.5699649107012649,0.06263600305980976,0.24190170420148482,0.4322814811812986,0.5219962736299825,0.7730835540548716,1.5884790814820573
0.5908727612481732,0.5743252488495788,0.6532008198571336,0.6521032700016889,0.43141843543397396,0.958740923056593,0.11732048038481102,0.10700414019379156,0.5896947230135507,0.745398073947293,1.4890419484576305
0.896546595851063,0.36756187004789653,0.4358649252656268,0.8919233550156721,0.8061939890460857,0.8481503803469849,0.9358320802167885,0.983426242260642,0.3998016922245259,0.3803351835275731,2.0774511944025194
0.7038885835403663,0.10022688731230112,0.9194826137446735,0.7142412995491114,0.9988470065678665,0.14780867669727238,0.6849344386835594,0.6567619584408371,0.8620625958512073,0.09725799478764063,1.8705412191568378
0.14944830465799375,0.8681260573682142,0.16249293467637482,0.6155595642838442,0.12381998284944151,0.4977769078253418,0.5810819296720631,0.2415570400399184,0.16902540612916128,0.8595808364196215,2.2015028479591474
0.8480082293222344,0.8073189587250107,0.5691007386145933,0.40718329722599966,0.06916699545513805,0.058534922235558784,0.4706209039180729,0.11583400130088528,0.45705876133136736,0.9799623263423093,2.345749510143538
0.6974287731445636,0.45354268267806885,0.7220555994703479,0.8663823259286292,0.9755215050028858,0.4237063534554728,0.8571249175045673,0.11731556418319389,0.27125207676186414,0.4037927406673345,2.269380887766597
0.855803342392611,0.011714084185001972,0.3599780644783639,0.729990562424058,0.17162967726144052,0.39981214000933074,0.6713834786701531,0.34471812737550767,0.7137668684100164,0.6391868992253925,1.8876499398190894
0.5210366062041293,0.05433798833925363,0.19999652489640007,0.01852179446061397,0.7936977033574206,0.3991611452547731,0.43176012765431926,0.6145276998103207,0.07004219014464463,0.8224067383556903,1.8026339399902653
0.22392468806038013,0.3453516806969027,0.9280812934655909,0.7044144019235328,0.03183892953130785,0.6534211611136369,0.7263424644178352,0.5369230010823904,0.11047711099174473,0.4050356132969499,2.1606331601190063
0.16469415649791275,0.6214784014997635,0.5772285886041676,0.23789282137450862,0.9342139979247938,0.40537358284855607,0.3210429900432169,0.02995032490474936,0.7372542425964773,0.1097844580625007,1.7168003065801742
0.613965955965896,0.5356328030249583,0.589909976354571,0.7301220295167696,0.31194499547960186,0.6063081330450851,0.7032174964672158,0.6347863229336947,0.959142251977975,0.10329815508513862,2.0477255242744015
0.3982210622160919,0.20984374897512215,0.18619300588033616,0.9443723899839336,0.7395507950492876,0.8671671591051991,0.029190234848913255,0.534916854927084,0.4042436179392588,0.5241838603937582,1.0640764474026292
0.4904588086175671,0.22741462797332324,0.25435648177039294,0.05802916032387562,0.4344166255581208,0.3650998770600098,0.19056691494006806,0.01912289744868978,0.5181498137911743,0.8427768626848423,1.2976229611563415
0.3117958819941026,0.6963434888154595,0.3777518392924809,0.1796036775596348,0.02467872839133123,0.37321595574479416,0.22286381801498023,0.08053200347184408,0.08531092311870336,0.22139644629277222,1.113269186477667
0.06724963146324858,0.6793927734985673,0.4536968445560453,0.5365792111087222,0.8966712930403421,0.10001406092155518,0.26503969836448205,0.06614946211695472,0.06560486720992564,0.8562761796227819,1.8843811099099175
0.9903389473967044,0.21689698439847394,0.6630782031001008,0.26332237673715064,0.02065099946572868,0.16212026070883323,0.559682405823448,0.7734555444490305,0.4564095653390666,0.15336887785934572,2.477831127521935
0.7583786538361414,0.32001715082246784,0.38346389417189797,0.5883171135536057,0.8310484552361904,0.19959614212011434,0.43298420628118073,0.5282340891785358,0.3494402920485349,0.7814796002346613,1.6393838889298484
0.6289818435911487,0.8726506554473953,0.27354203481563577,0.7980468339125637,0.1856359443059522,0.7510216488563984,0.9272118073731179,0.02895254902696054,0.8956912912102034,0.39256878846215104,2.199360969662417
0.9527916569719446,0.6874882763878153,0.21550767711355845,0.9473705904889242,0.7308558067701578,0.8783724953799941,0.6907847761565296,0.9873487570739682,0.7592824517166681,0.3645446259967866,3.1254231520467313
0.25394164259502583,0.21331197736748198,0.5182007139306632,0.025662718054531575,0.2074700754411094,0.5010631728347521,0.37638915519435123,0.3649118360212381,0.26090449938105975,0.4959702953734696,0.9722548546906655
0.42468546875150626,0.37416998033422555,0.4635754243648107,0.2776287062947319,0.5867843464581688,0.6817399450693612,0.2773402713052435,0.52437981107722,0.11738029417055718,0.1598452868541913,2.4191959540820966
0.8638556059232314,0.11753185596203308,0.5173791071541142,0.1320681063451533,0.7168596811925937,0.04680635471218875,0.9707314427706328,0.0038603515102610952,0.1785799680576563,0.6128667531169923,1.337887019741634
0.39605970280729375,0.565421311858509,0.18327983621407862,0.14484775934337724,0.48805628064895457,0.0813695988533053,0.8818965030968323,0.7196201578422882,0.9663899714378934,0.5076355472407649,1.342843208727041
0.3556127378499556,0.940431945252813,0.7653252538069653,0.7486636198505473,0.9037197397459334,0.3004036831584872,0.5495005727952714,0.9308187172979732,0.5207614372418605,0.26720703186231864,2.028782550916083
0.08342243544201855,0.5521924699224066,0.5844760689557689,0.961936378547229,0.29214752679254885,0.8773987891741196,0.3719187485124613,0.0013833499989991394,0.24768502249231594,0.3182335091770624,1.9130359072833498
0.24082877991544682,0.10029394226549782,0.016429629591474204,0.9295293167921905,0.66991654659091,0.8587774682319022,0.458503167066445,0.44458728781130075,0.3361022663998874,0.8806781230470796,1.3005747969872763
0.7851529120231378,0.2817301057539491,0.5864101661863267,0.06395526612098112,0.4856275959346229,0.9450267769403914,0.9918903291546294,0.37674126696098675,0.9661474456271714,0.7918795696309013,1.397981449161668
0.9774951397444468,0.8765052453165908,0.33815895183684563,0.9615701545414985,0.2317016264712045,0.6756891476442668,0.24488947942009942,0.2164572609442098,0.16604782452124567,0.9227566102253654,1.986646326136789
0.9493188224156814,0.9413777047064986,0.7992025873523917,0.6304479368667911,0.874287966624947,0.2940766623831661,0.45309424544887844,0.4939578339872235,0.7781715954502542,0.8442349615530241,2.480880468521003
0.2930202845077967,0.8489435553129182,0.6178766919175238,0.01323685775889949,0.34723351793221957,0.1390727011486128,0.4269043602110737,0.8428548878354571,0.8180333057558384,0.1024137584524164,1.5454620481089922
0.14814086094816503,0.9818293898182532,0.47837030703998806,0.4973913654986627,0.6394725163987236,0.156383348867963,0.3041986915994078,0.07535906908334034,0.4246630028405929,0.10761770514958191,2.6984827509721443
0.3685846061296175,0.13690027168559893,0.8221177331942455,0.18984791190275796,0.511318982546456,0.568217593669845,0.24655693981115612,0.5964330653496227,0.11752564290363765,0.9758838684185334,2.3331494553575043
0.22431702897473926,0.09784448449403405,0.8621915174216833,0.9729194890231303,0.9608346580630002,0.9325612038573404,0.3917969385646658,0.24217859412608544,0.2503982128535728,0.48339353520239203,1.9006606355636895
0.906555499221179,0.7740473326986388,0.3331451520286419,0.08110138998799676,0.40724117141380733,0.03999280190071697,0.639705106075127,0.4083029083397448,0.3774065725888873,0.8093649714891984,1.8211349982545517
0.23223414217094274,0.13248763475798297,0.05342718178682526,0.7255943642105788,0.011427458625031028,0.70903546018329,0.954333815392692,0.3519362404956907,0.8975427646494055,0.7699671862500889,2.057305211030072
0.7705807485027762,0.14694664540037505,0.07952208258675575,0.08960303423860538,0.6720478073539145,0.35742465159471304,0.6216654364532578,0.2885699576516956,0.8743999170748423,0.11242731721231125,1.484063604660987
0.24536720985284477,0.42053946668009845,0.5573687913239169,0.8605511738287938,0.7270442627113283,0.21243436129404103,0.18303329207992114,0.40302600240428865,0.7452329600321291,0.5269074490521803,1.9015222019406557
0.27032790523871464,0.1314827992911276,0.05537432042119794,0.3015986344809425,0.26211814923967824,0.48767632353820756,0.0005459648969956543,0.4254017253550547,0.06355377483615843,0.20825325212148382,1.3185437320990954
0.45614056680047965,0.6832813355476804,0.6956254456388572,0.28351884658216664,0.3799269559001205,0.9323939389604944,0.2153982043432382,0.8583376386342625,0.8028933715613342,0.15914623694224284,2.1391269008896496
0.18115096173690304,0.7885455123065187,0.0568480764332403,0.6969972417249873,0.7786953959411034,0.6057119572702788,0.11566187190501331,0.7278881583695115,0.6374622773722066,0.8119385616910193,1.1260020128197485
0.7774075618487531,0.25942256434535493,0.37381313793256143,0.587599635196389,0.272821902424467,0.47938454938918806,0.9148630878333829,0.04934894678843971,0.29288856502701466,0.715052597465167,1.7865478716873606
0.3708527992178887,0.19705428018563964,0.4598558837560074,0.044612301254114084,0.799795884570618,0.41810921174800086,0.17295135427115638,0.10721074542854603,0.8173391114616214,0.47314297846564424,1.622195181336665
0.07695644698663273,0.518835148831526,0.3068100995451961,0.5775429488313755,0.9594333408334251,0.8822836719191074,0.733289134316726,0.4097262056307436,0.37351101415568366,0.5156383466512517,1.683617496769216
0.6455702444560039,0.03536243575549092,0.43040243950806123,0.5100168523182502,0.536177494703452,0.8890599531897286,0.7372785797141679,0.00515296426902323,0.6941578513691256,0.9195074069058207,1.9722748373384582
0.6813925106038379,0.2775960977317661,0.1288605654663202,0.39267567654709434,0.9564057227959488,0.7104557595044916,0.1770057815674959,0.4835181274274587,0.1403160179234194,0.3589952783396321,1.4830891990012152
0.18713089175084474,0.903983954928237,0.5438059500773263,0.4569114216457658,0.8820414102298896,0.9371170419405177,0.9233053075587083,0.2828368521760829,0.33963104416619916,0.6002128681312939,2.1072235663012626
0.45860396176858587,0.7241676366115433,0.399025321703102,0.9040443929009577,0.6900250201912274,0.96319729526038,0.14780133406539042,0.2569166436866691,0.8735568272907714,0.4918922317083445,3.086611397391028
0.6996220542505167,0.3277204015571189,0.7567786427368892,0.6360610554471413,0.24002027337970955,0.8989610922270317,0.18551789752317627,0.5326685874713607,0.32626963264937237,0.31654255989247604,2.322290762039459
0.16053882248525642,0.7963914745173317,0.9591666030352225,0.45813882726004285,0.5909841653236849,0.44687696394619913,0.43307744910126844,0.3573468796779544,0.9149707703156186,0.7317441854328928,1.6932286898248317
0.8577226441935546,0.45722345335385706,0.9518744768327362,0.5757511620448724,0.820767120701315,0.7275469913315297,0.2899134495919554,0.5777094243168404,0.779179433301834,0.7955903685432131,2.6676155948732094
0.9088437184127384,0.8155238187685688,0.15941446344895593,0.6288984390617004,0.3984342586196771,0.34453046075431226,0.7708727565686478,0.735893896807733,0.14150648562190027,0.8659454685664772,1.6961173469094277
0.0627129520233457,0.42403225188984195,0.2586840668894077,0.8490383084285108,0.03330462654669619,0.4413214701804108,0.48641044888866547,0.4483691788979973,0.5678460014775075,0.6211692473670547,1.2724513687872125
0.9589827218634736,0.3553688484719296,0.3567068904025429,0.01632850268370789,0.18523232523618394,0.4981795657629434,0.8667885432590956,0.6277347561952844,0.40142794930551995,0.41669175690871096,1.6575134300341345
0.4012595008036087,0.9292914173027139,0.09961493022127133,0.9453015334790795,0.8694885305466322,0.8108386151289514,0.3481919427465201,0.21145479578241355,0.059383188005789234,0.8760268479205742,0.5910113785379578
0.4541623969075518,0.32670088176826007,0.23274412927905685,0.6144647064768743,0.03307459147550562,0.9185464511903499,0.12012018216347597,0.33447374149611486,0.17537206951524387,0.11589846882587973,1.1228126576207893
0.015606064446828216,0.42879572249823783,0.0680740739747202,0.2519409882460929,0.22116091534608384,0.8998667430000302,0.05687725914535546,0.9804856634690068,0.09645086069738418,0.8634706491935857,0.9397937396165668
0.2531911937228519,0.13105523121525775,0.01203622289765427,0.11548429713874808,0.6184802595127479,0.5665061069891627,0.36791748781787337,0.3423423766251579,0.7573641432377087,0.3145732950042872,0.4690349545996796
0.9742562128180503,0.9903450015608939,0.4090540953730616,0.16295442604660537,0.6387617573665293,0.6573189166171418,0.5173260835160801,0.4849656451580705,0.9011621706491616,0.5546450586202596,1.2890095006301667
0.49030534654873714,0.9894097772844315,0.0653042071517802,0.7832344383138131,0.2883984973314939,0.8268616030486949,0.7255735341014894,0.03855724605899835,0.7731100525054192,0.21687025009104066,1.5606860798196731
0.241418620076574,0.662504571532676,0.24606318499096447,0.6658591175591877,0.5173085172022888,0.9031496468515715,0.042924190608832014,0.33307203447431877,0.09973294723475401,0.47558911708484375,0.8196118193322758
0.4240889884358493,0.554687808661419,0.28705151991962974,0.7065747062729789,0.414856869333564,0.8200224358697518,0.2981873596630641,0.1509348973110416,0.3302670356968992,0.813880141920636,1.589131162073134
0.36054556048589226,0.8286569145557378,0.9249669119531921,0.046007310887296926,0.2326269928297655,0.14038395779934687,0.2273624490775018,0.06885196449337394,0.7057100439896077,0.3952332435363368,1.3169480805209142
0.34851936949256324,0.8149664793702474,0.9854914276432976,0.9689717046703518,0.9049483455499269,0.310839977143316,0.7186263903411519,0.33597754234025523,0.727771273214418,0.8151993953143135,2.302552505442245
0.2965562650640299,0.9920112434144741,0.2494200410564512,0.1059061548822322,0.9509526110553941,0.21766284345773845,0.9738186968459833,0.16235794791266678,0.29084090665674256,0.17979529083354162,1.8779814442558809
0.2334202554680963,0.6897682650777505,0.05835635898058866,0.7307090991274762,0.8817202123338397,0.34550565635633446,0.4800608878207556,0.5221758690021191,0.853606042296272,0.8894479088158666,1.6955520588431972
0.2724368954659625,0.37905689607742854,0.3742961833209161,0.7487882575401331,0.23780724253903884,0.22010386078090638,0.6228940321857525,0.11149605729871559,0.4589698601820683,0.32233353804661813,1.7746662185792343
0.171853099047643,0.4492916486877381,0.3044684073773195,0.8391891222586524,0.23774182601563876,0.3165007454536064,0.482584241712101,0.7298276355292675,0.0691826587923895,0.8791733376874045,1.785779803657283
0.5023894574892614,0.9425835996979304,0.6339976977446607,0.8672894054624648,0.9402096893547673,0.7348137746305611,0.17649938888906014,0.9391609090873704,0.5063122240233886,0.9998085781169653,2.2582884336072633
0.7507648618863519,0.6995750602247514,0.9679655666042271,0.9944007896476794,0.45182168266975964,0.19725947430073765,0.5349081983832014,0.2902480425599284,0.30417355738924656,0.5910653808339902,2.0085604072236976
0.07086977818420837,0.29279403144051885,0.15235470568773046,0.4174863747960118,0.13128932847325603,0.9217190668708333,0.805263855579175,0.7239413985013259,0.5591737821017022,0.9222985036674477,1.2412675499855572
0.604117804020882,0.3828080591578541,0.89538588428821,0.9677946717985019,0.5468849016694222,0.49236140669088413,0.8738321783347182,0.8339816438766318,0.21383534680158656,0.7712254629659102,2.531960861820487
0.2748235698675966,0.5922304187618368,0.8967611582244098,0.4067333458357483,0.5520782766919708,0.012171156943258765,0.3228295375480875,0.22956744469194978,0.5068629584873134,0.7368531616807855,1.1022998747408916
0.2716527676061459,0.455444149450027,0.40171353537959864,0.24841346508297102,0.5058663838253084,0.09767636744772412,0.5149222019367684,0.9384120216943856,0.2286465509829455,0.6771411441114241,1.8674485870579434
